AdmArea,District,EDU_NAME,OGE_SCORE,YEAR,global_id
Южный административный округ,Нагорный район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №2016»,30,2021-2022,2533884694
Восточный административный округ,район Восточный,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 448»,25,2021-2022,2533884695
Восточный административный округ,район Гольяново,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №319»,58,2021-2022,2533884696
Центральный административный округ,Пресненский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №2055 имени Героев Советского Союза Анатолия Живова и Юрия Костикова»,16,2021-2022,2533884697
Северо-Восточный административный округ,район Северное Медведково,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Первый Московский Образовательный Комплекс»,92,2021-2022,2533884698
Восточный административный округ,район Перово,Федеральное государственное бюджетное образовательное учреждение высшего образования «Московский педагогический государственный университет «(Лицей МПГУ),38,2021-2022,2533884699
Центральный административный округ,район Хамовники,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1535»,284,2021-2022,2533884700
Северный административный округ,район Беговой,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1570»,65,2021-2022,2533884701
Северо-Западный административный округ,район Строгино,Общеобразовательная автономная некоммерческая организация «Международная школа с углубленным изучением иностранных языков «Интеграция XXI век»,21,2021-2022,2533884702
Юго-Восточный административный округ,район Выхино-Жулебино,Государственное бюджетное общеобразовательное учреждение города Москвы Центр реабилитации и образования №4,13,2021-2022,2533884703
Северный административный округ,Войковский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №90 имени Героя Советского Союза Е.Г. Ларикова»,9,2021-2022,2533884704
Новомосковский административный округ,поселение Воскресенское,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №338 имени Героя Советского Союза А.Ф. Авдеева»,120,2021-2022,2533884705
Юго-Восточный административный округ,район Люблино,Негосударственное частное учреждение общеобразовательная организация средняя общеобразовательная школа «Карьера»,16,2021-2022,2533884706
Новомосковский административный округ,поселение Кокошкино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №2057»,37,2021-2022,2533884707
Северный административный округ,район Восточное Дегунино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №222»,50,2021-2022,2533884708
Юго-Восточный административный округ,район Печатники,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Спектр»,34,2021-2022,2533884709
Северный административный округ,район Западное Дегунино,Общеобразовательное учреждение средняя общеобразовательная школа «Первая Школа»,72,2021-2022,2533884710
Центральный административный округ,Мещанский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2107»,200,2021-2022,2533884711
Юго-Западный административный округ,Академический район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 625»,77,2021-2022,2533884712
Северный административный округ,район Коптево,Государственное бюджетное общеобразовательное учреждение города Москвы «Специальное учебно-воспитательное учреждение № 1»,1,2021-2022,2533884713
Юго-Восточный административный округ,район Марьино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1987»,59,2021-2022,2533884714
Юго-Западный административный округ,район Коньково,Аккредитованное образовательное частное учреждение высшего образования «Московский финансово-юридический университет МФЮА»,24,2021-2022,2533884715
Северный административный округ,район Коптево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1576»,189,2021-2022,2533884716
Юго-Западный административный округ,Гагаринский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 192»,130,2021-2022,2533884717
Юго-Восточный административный округ,район Выхино-Жулебино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1793 имени Героя Советского Союза А.К. Новикова»,206,2021-2022,2533884718
Юго-Западный административный округ,район Северное Бутово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №2114»,190,2021-2022,2533884719
Северный административный округ,Тимирязевский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №218»,84,2021-2022,2533884720
Юго-Западный административный округ,район Южное Бутово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1368»,46,2021-2022,2533884721
Юго-Восточный административный округ,район Кузьминки,Федеральное государственное казенное общеобразовательное учреждение «Московское президентское кадетское училище имени М.А. Шолохова войск национальной гвардии Российской Федерации»,29,2021-2022,2533884722
Юго-Западный административный округ,район Тёплый Стан,Частное учреждение общеобразовательная организация «Солнечный ветер»,13,2021-2022,2533884723
Северный административный округ,Хорошёвский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1288 имени Героя Советского Союза Н.В. Троян»,153,2021-2022,2533884724
Юго-Западный административный округ,район Ясенево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1561»,160,2021-2022,2533884725
Юго-Восточный административный округ,район Некрасовка,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №2051»,79,2021-2022,2533884726
Юго-Западный административный округ,район Южное Бутово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1355»,95,2021-2022,2533884727
Южный административный округ,район Чертаново Центральное,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1582»,119,2021-2022,2533884729
Юго-Западный административный округ,Обручевский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа-интернат №17»,0,2021-2022,2533884730
Южный административный округ,район Нагатинский Затон,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1527»,68,2021-2022,2533884731
Северо-Западный административный округ,район Северное Тушино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1286»,124,2021-2022,2533884732
Восточный административный округ,район Богородское,Государственное казенное общеобразовательное учреждение города Москвы «Кадетская школа-интернат №5 «Преображенский кадетский корпус»,61,2021-2022,2533884733
Юго-Западный административный округ,район Южное Бутово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1883 «Бутово»,78,2021-2022,2533884734
Северо-Западный административный округ,район Щукино,Автономная некоммерческая организация Cредняя общеобразовательная школа «ЮВЕНЕС»,12,2021-2022,2533884735
Южный административный округ,район Чертаново Южное,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1526 на Покровской»,71,2021-2022,2533884736
Западный административный округ,район Кунцево,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж физической культуры и спорта «Спарта» Департамента спорта города Москвы,6,2021-2022,2533884737
Юго-Западный административный округ,район Южное Бутово,Государственное бюджетное общеобразовательное учреждение города Москвы реабилитационная школа-интернат №32 Департамента труда и социальной защиты населения города Москвы,7,2021-2022,2533884738
Новомосковский административный округ,поселение Сосенское,Общеобразовательная автономная некоммерческая организация «Школа «Летово»,142,2021-2022,2533884739
Восточный административный округ,район Вешняки,Автономная некоммерческая организация Общеобразовательная организация Школа «Ирида»,6,2021-2022,2533884740
Западный административный округ,район Фили-Давыдково,Частное образовательное учреждение средняя общеобразовательная школа «Ломоносовская школа»,44,2021-2022,2533884741
Южный административный округ,район Зябликово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №2116 «Зябликово»,104,2021-2022,2533884742
Восточный административный округ,район Гольяново,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1598»,99,2021-2022,2533884743
Центральный административный округ,Тверской район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №179»,100,2021-2022,2533884744
Северный административный округ,район Аэропорт,Государственное бюджетное общеобразовательное учреждение города Москвы «Инженерно-техническая школа имени дважды Героя Советского Союза П.Р. Поповича»,68,2021-2022,2533884745
Южный административный округ,район Москворечье-Сабурово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №2000»,95,2021-2022,2533884746
Западный административный округ,район Очаково-Матвеевское,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №2025»,155,2021-2022,2533884747
Северный административный округ,район Аэропорт,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1575»,109,2021-2022,2533884748
Южный административный округ,Нагорный район,Государственное казенное общеобразовательное учреждение города Москвы «Специальная (коррекционная) общеобразовательная школа-интернат № 73»,0,2021-2022,2533884749
Центральный административный округ,район Якиманка,Общеобразовательная автономная некоммерческая организация «Елизаветинская гимназия»,11,2021-2022,2533884750
Западный административный округ,район Раменки,Государственное автономное общеобразовательное учреждение города Москвы Школа №1306 - «Школа молодых политиков»,47,2021-2022,2533884751
Северный административный округ,район Беговой,Автономная некоммерческая организация высшего образования «МОСКОВСКИЙ МЕЖДУНАРОДНЫЙ УНИВЕРСИТЕТ» (Лицей Автономной некоммерческой организации высшего образования «Московский международный университет»),9,2021-2022,2533884752
Южный административный округ,Нагорный район,Частное учреждение общеобразовательная организация Школа «Выбор»,7,2021-2022,2533884753
Юго-Западный административный округ,Гагаринский район,Автономная некоммерческая общеобразовательная организация «Школа при Андреевском монастыре»,5,2021-2022,2533884754
Северный административный округ,район Беговой,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1550»,34,2021-2022,2533884755
Западный административный округ,район Солнцево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1542»,248,2021-2022,2533884756
Южный административный округ,район Чертаново Южное,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1245»,91,2021-2022,2533884757
Юго-Западный административный округ,район Зюзино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №538 имени С.В. Гришина»,34,2021-2022,2533884758
Восточный административный округ,район Перово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №2126 «Перово»,71,2021-2022,2533884759
Западный административный округ,район Фили-Давыдково,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Московское среднее специальное училище олимпийского резерва № 2 (колледж)» Департамента спорта города Москвы,13,2021-2022,2533884760
Северный административный округ,Войковский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1250»,63,2021-2022,2533884761
Юго-Западный административный округ,район Южное Бутово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1161»,30,2021-2022,2533884762
Восточный административный округ,район Северное Измайлово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1748 «Вертикаль»,157,2021-2022,2533884763
Северный административный округ,район Ховрино,Автономная некоммерческая общеобразовательная организация«Православная классическая гимназия во имя иконы Божией Матери «Знамение» в Ховрине»,10,2021-2022,2533884764
Зеленоградский административный округ,район Крюково,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1151»,68,2021-2022,2533884765
Южный административный округ,район Бирюлёво Восточное,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №947»,103,2021-2022,2533884766
Западный административный округ,район Крылатское,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1593»,77,2021-2022,2533884767
Зеленоградский административный округ,район Савёлки,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1557 имени Петра Леонидовича Капицы»,192,2021-2022,2533884768
Северо-Восточный административный округ,район Бибирево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1413»,82,2021-2022,2533884769
Центральный административный округ,Пресненский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2123 имени Мигеля Эрнандеса»,96,2021-2022,2533884770
Западный административный округ,район Кунцево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №806»,64,2021-2022,2533884771
Северный административный округ,район Левобережный,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №167 имени Маршала Л.А. Говорова»,81,2021-2022,2533884772
Северо-Восточный административный округ,район Лианозово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1573»,132,2021-2022,2533884773
Западный административный округ,район Очаково-Матвеевское,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №814»,122,2021-2022,2533884774
Северный административный округ,Тимирязевский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1213»,35,2021-2022,2533884775
Северо-Западный административный округ,район Митино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1900»,95,2021-2022,2533884776
Северный административный округ,Бескудниковский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа имени Героя Российской Федерации Е.Н. Чернышёва»,87,2021-2022,2533884777
Северо-Восточный административный округ,Алексеевский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1539»,83,2021-2022,2533884778
Северо-Западный административный округ,район Щукино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1210»,143,2021-2022,2533884779
Северный административный округ,район Левобережный,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №158»,54,2021-2022,2533884780
Северо-Восточный административный округ,Лосиноостровский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №763»,108,2021-2022,2533884781
Северный административный округ,район Ховрино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №648 имени Героя Российской Федерации А.Г. Карлова»,119,2021-2022,2533884782
Северо-Западный административный округ,район Южное Тушино,Общеобразовательное частное учреждение средняя общеобразовательная школа «Московская классическая гимназия»,5,2021-2022,2533884783
Северо-Восточный административный округ,район Ростокино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1499 имени Героя Советского Союза Ивана Архиповича Докукина»,56,2021-2022,2533884784
Центральный административный округ,район Хамовники,Федеральное государственное бюджетное образовательное учреждение высшего образования Московский государственный лингвистический университет. Предуниверситарий ФГБОУ ВО МГЛУ,111,2021-2022,2533884785
Северо-Восточный административный округ,район Марьина Роща,Автономная некоммерческая организация Общеобразовательная школа «Благотворительный образовательный центр «Месивта Любавич»,26,2021-2022,2533884786
Северо-Восточный административный округ,район Северный,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №2044»,89,2021-2022,2533884787
Северо-Западный административный округ,район Куркино,Образовательное частное учреждение средняя общеобразовательная школа «Лидер»,14,2021-2022,2533884788
Северо-Западный административный округ,район Митино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1544»,57,2021-2022,2533884789
Северо-Западный административный округ,район Митино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1944»,140,2021-2022,2533884790
Северо-Западный административный округ,район Хорошёво-Мнёвники,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1515»,45,2021-2022,2533884791
Северо-Западный административный округ,район Южное Тушино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1551»,60,2021-2022,2533884792
Центральный административный округ,район Арбат,Общеобразовательное частное учреждение «Первая Московская гимназия»,8,2021-2022,2533884793
Центральный административный округ,район Замоскворечье,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж малого бизнеса №4»,0,2021-2022,2533884794
Центральный административный округ,Таганский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1468»,103,2021-2022,2533884795
Юго-Восточный административный округ,район Марьино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1357 «На Братиславской»,256,2021-2022,2533884796
Юго-Восточный административный округ,район Марьино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1547»,306,2021-2022,2533884797
Юго-Восточный административный округ,район Некрасовка,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №2053»,31,2021-2022,2533884798
Западный административный округ,район Солнцево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1347»,115,2021-2022,2533884799
Юго-Восточный административный округ,район Печатники,Государственное автономное профессиональное образовательное учреждение города Москвы «Московский образовательный комплекс имени Виктора Талалихина»,19,2021-2022,2533884800
Западный административный округ,район Фили-Давыдково,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Интеллектуал»,42,2021-2022,2533884801
Юго-Восточный административный округ,район Печатники,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа имени дважды Героя Советского Союза И.С. Полбина»,98,2021-2022,2533884802
Южный административный округ,район Братеево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1034 имени Героя Советского Союза В.В. Маркина»,112,2021-2022,2533884803
Зеленоградский административный округ,район Матушкино,Некоммерческое партнерство «Международная школа «Глобус»,9,2021-2022,2533884804
Юго-Восточный административный округ,Южнопортовый район,Образовательная автономная некоммерческая организация общеобразовательная организация «Учебный центр «Наука-Сервис»,2,2021-2022,2533884805
Южный административный округ,Нагорный район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1450 «Олимп»,99,2021-2022,2533884806
Зеленоградский административный округ,район Савёлки,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №854»,37,2021-2022,2533884807
Юго-Западный административный округ,Ломоносовский район,Общеобразовательная автономная некоммерческая организация Средняя общеобразовательная школа «Москвич»,13,2021-2022,2533884808
Восточный административный округ,район Восточное Измайлово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 444»,119,2021-2022,2533884809
Юго-Западный административный округ,район Черёмушки,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №2115»,78,2021-2022,2533884810
Зеленоградский административный округ,район Старое Крюково,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №853»,178,2021-2022,2533884811
Западный административный округ,район Крылатское,Частное учреждение общеобразовательная организация «Медико-биологическая школа «Вита»,15,2021-2022,2533884812
Южный административный округ,Даниловский район,Автономная некоммерческая организация профессионального образования хореографический колледж «Школа классического танца»,11,2021-2022,2533884813
Северный административный округ,Молжаниновский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа Перспектива»,125,2021-2022,2533884814
Западный административный округ,район Очаково-Матвеевское,Частное учреждение общеобразовательная организация школа «Ступени»,1,2021-2022,2533884815
Южный административный округ,район Орехово-Борисово Южное,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №949»,63,2021-2022,2533884816
Северный административный округ,Тимирязевский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1454 «Тимирязевская»,103,2021-2022,2533884817
Западный административный округ,район Очаково-Матвеевское,Общеобразовательная автономная некоммерческая организация «Классическое образование»,4,2021-2022,2533884818
Западный административный округ,район Тропарёво-Никулино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1741»,71,2021-2022,2533884819
Южный административный округ,район Чертаново Южное,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №924»,119,2021-2022,2533884820
Северо-Восточный административный округ,район Лианозово,Общеобразовательная автономная некоммерческая организация Центр образования «Знак»,19,2021-2022,2533884821
Западный административный округ,район Фили-Давыдково,Общеобразовательная автономная некоммерческая организация «Средняя общеобразовательная школа «ИНТЕК»,20,2021-2022,2533884822
Зеленоградский административный округ,район Крюково,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1912 имени Бауыржана Момышулы»,35,2021-2022,2533884823
Южный административный округ,район Братеево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1998 «Лукоморье»,72,2021-2022,2533884824
Северо-Восточный административный округ,район Марьина Роща,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа Марьина Роща имени В.Ф. Орлова»,149,2021-2022,2533884825
Зеленоградский административный округ,район Матушкино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 842»,37,2021-2022,2533884826
Южный административный округ,район Зябликово,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 534»,47,2021-2022,2533884827
Северный административный округ,район Коптево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1223»,89,2021-2022,2533884828
Северо-Западный административный округ,район Митино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1538»,262,2021-2022,2533884829
Северный административный округ,Савёловский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1164»,54,2021-2022,2533884830
Северо-Восточный административный округ,Бабушкинский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1558 имени Росалии де Кастро»,122,2021-2022,2533884831
Южный административный округ,район Москворечье-Сабурово,Федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский ядерный университет «МИФИ»,241,2021-2022,2533884832
Северо-Западный административный округ,район Южное Тушино,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №2097»,142,2021-2022,2533884833
Северный административный округ,район Сокол,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Технический пожарно-спасательный колледж имени Героя Российской Федерации В.М. Максимчука»,12,2021-2022,2533884834
Северо-Восточный административный округ,район Бибирево,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №953»,87,2021-2022,2533884835
Южный административный округ,район Зябликово,Общеобразовательное частное учреждение средняя общеобразовательная школа «Классика»,16,2021-2022,2533884836
Северо-Восточный административный округ,Алексеевский район,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1503»,60,2021-2022,2533884837
Северо-Западный административный округ,район Южное Тушино,Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж полиции»,14,2021-2022,2533884838
